"","workerId","chain","generation","level","arrayTraining","encodingCorrected","nounsUser","prepsUser","seenInTraining"
"4237","A53","C",10,3,"[[[1,3],1],1]","tmvmtmt","ktsv","mr","false"
"4238","A53","C",10,3,"[[[1,1],2],1]","tmtmsmt","ktsv","mr","false"
"4279","A54","H",8,0,"0","s","stkv","mr","true"
"4280","A54","H",8,0,"1","t","stkv","mr","true"
"4281","A54","H",8,0,"2","k","stkv","mr","true"
"4282","A54","H",8,0,"3","v","stkv","mr","true"
"4283","A54","H",8,1,"[1,3]","tvr","stkv","mr","true"
"4284","A54","H",8,1,"[1,[1]]","tmt","stkv","mr","true"
"4285","A54","H",8,1,"[2,3]","krv","stkv","mr","true"
"4286","A54","H",8,1,"[0,2]","srk","stkv","mr","true"
"4287","A54","H",8,1,"[1,2]","vrk","stkv","mr","true"
"4288","A54","H",8,1,"[1,[3]]","tmv","stkv","mr","true"
"4289","A54","H",8,1,"[2,[0]]","kms","stkv","mr","true"
"4290","A54","H",8,1,"[3,[2]]","vmk","stkv","mr","true"
"4291","A54","H",8,1,"[2,0]","krs","stkv","mr","false"
"4292","A54","H",8,1,"[0,1]","srt","stkv","mr","false"
"4293","A54","H",8,1,"[2,[2]]","kmk","stkv","mr","false"
"4294","A54","H",8,1,"[2,2]","krk","stkv","mr","false"
"4295","A54","H",8,2,"[[1,[2]],0]","tmkrs","stkv","mr","true"
"4296","A54","H",8,2,"[[3,[2]],1]","vmkrt","stkv","mr","true"
"4297","A54","H",8,2,"[0,[[1,[3]]]]","smtmv","stkv","mr","true"
"4298","A54","H",8,2,"[[1,3],2]","trvrk","stkv","mr","true"
"4299","A54","H",8,2,"[1,[[0,[2]]]]","tmsmk","stkv","mr","true"
"4300","A54","H",8,2,"[1,[3,[0]]]","trvms","stkv","mr","true"
"4301","A54","H",8,2,"[[0,[0]],1]","smsrt","stkv","mr","true"
"4302","A54","H",8,2,"[[1,1],[3]]","trtmv","stkv","mr","true"
"4303","A54","H",8,2,"[1,[2,[2]]]","tmkrk","stkv","mr","false"
"4304","A54","H",8,2,"[3,[[0,[0]]]]","vmsmk","stkv","mr","false"
"4305","A54","H",8,2,"[[3,[3]],[2]]","vmvmk","stkv","mr","false"
"4306","A54","H",8,2,"[1,[3,3]]","trvrv","stkv","mr","false"
"4307","A54","H",8,3,"[0,[[[2,[1]],0]]]","kmtrsms","stkv","mr","false"
"4308","A54","H",8,3,"[2,[[2,[1,[3]]]]]","kmkrtmv","stkv","mr","false"
"4309","A54","H",8,3,"[0,[[0,1],[1]]]","srsrtmt","stkv","mr","false"
"4310","A54","H",8,3,"[3,[0,[[1,1]]]]","vmsmtrt","stkv","mr","false"
"4311","A54","H",8,3,"[0,[[3,[2]],[2]]]","srvmkmk","stkv","mr","false"
"4312","A54","H",8,3,"[[0,[1,2]],[3]]","srtrkmv","stkv","mr","false"
"4313","A54","H",8,3,"[[[2,[1]],[3]],[2]]","kmtmvmk","stkv","mr","false"
"4314","A54","H",8,3,"[3,[[3,[0,[3]]]]]","vmvrsmv","stkv","mr","false"
"4315","A54","H",8,3,"[[0,[2,[0]]],[1]]","srkmsmt","stkv","mr","false"
"4316","A54","H",8,3,"[1,[[[0,1],[3]]]]","tmsrtmv","stkv","mr","false"
"4317","A54","H",8,3,"[[[1,3],1],1]","trvrtrt","stkv","mr","false"
"4318","A54","H",8,3,"[[[1,1],2],1]","trtrkrt","stkv","mr","false"
"4359","A55","A",3,0,"0","m","mtvs","kr","true"
"4360","A55","A",3,0,"1","t","mtvs","kr","true"
"4361","A55","A",3,0,"2","v","mtvs","kr","true"
"4362","A55","A",3,0,"3","s","mtvs","kr","true"
"4363","A55","A",3,1,"[1,3]","mts","mtvs","kr","true"
"4364","A55","A",3,1,"[1,[1]]","rtt","mtvs","kr","true"
"4365","A55","A",3,1,"[2,3]","mvs","mtvs","kr","true"
"4366","A55","A",3,1,"[0,2]","mkv","mtvs","kr","true"
"4367","A55","A",3,1,"[1,2]","mtv","mtvs","kr","true"
"4368","A55","A",3,1,"[1,[3]]","rts","mtvs","kr","true"
"4369","A55","A",3,1,"[2,[0]]","rvk","mtvs","kr","true"
"4370","A55","A",3,1,"[3,[2]]","rsv","mtvs","kr","true"
"4371","A55","A",3,1,"[2,0]","mvk","mtvs","kr","false"
"4372","A55","A",3,1,"[0,1]","mkt","mtvs","kr","false"
"4373","A55","A",3,1,"[2,[2]]","rvv","mtvs","kr","false"
"4374","A55","A",3,1,"[2,2]","mvv","mtvs","kr","false"
"4375","A55","A",3,2,"[[1,[2]],0]","rtvmk","mtvs","kr","true"
"4376","A55","A",3,2,"[[3,[2]],1]","rsvmt","mtvs","kr","true"
"4377","A55","A",3,2,"[0,[[1,[3]]]]","rrkts","mtvs","kr","true"
"4378","A55","A",3,2,"[[1,3],2]","mmtsv","mtvs","kr","true"
"4379","A55","A",3,2,"[1,[[0,[2]]]]","rrtkv","mtvs","kr","true"
"4380","A55","A",3,2,"[1,[3,[0]]]","mtrsk","mtvs","kr","true"
"4381","A55","A",3,2,"[[0,[0]],1]","rkkmt","mtvs","kr","true"
"4382","A55","A",3,2,"[[1,1],[3]]","mrttr","mtvs","kr","true"
"4383","A55","A",3,2,"[1,[2,[2]]]","mtrvv","mtvs","kr","false"
"4384","A55","A",3,2,"[3,[[0,[0]]]]","rrskk","mtvs","kr","false"
"4385","A55","A",3,2,"[[3,[3]],[2]]","rrssv","mtvs","kr","false"
"4386","A55","A",3,2,"[1,[3,3]]","mmtss","mtvs","kr","false"
"4387","A55","A",3,3,"[0,[[[2,[1]],0]]]","mkrvtmk","mtvs","kr","false"
"4388","A55","A",3,3,"[2,[[2,[1,[3]]]]]","mvmvrts","mtvs","kr","false"
"4389","A55","A",3,3,"[0,[[0,1],[1]]]","rkmktmt","mtvs","kr","false"
"4390","A55","A",3,3,"[3,[0,[[1,1]]]]","msrkmtt","mtvs","kr","false"
"4391","A55","A",3,3,"[0,[[3,[2]],[2]]]","mkrrsvv","mtvs","kr","false"
"4392","A55","A",3,3,"[[0,[1,2]],[3]]","rmktvrs","mtvs","kr","false"
"4393","A55","A",3,3,"[[[2,[1]],[3]],[2]]","rrvtsvr","mtvs","kr","false"
"4394","A55","A",3,3,"[3,[[3,[0,[3]]]]]","msmsrks","mtvs","kr","false"
"4395","A55","A",3,3,"[[0,[2,[0]]],[1]]","mrkrvkr","mtvs","kr","false"
"4396","A55","A",3,3,"[1,[[[0,1],[3]]]]","rrtmkts","mtvs","kr","false"
"4397","A55","A",3,3,"[[[1,3],1],1]","mmmtstt","mtvs","kr","false"
"4398","A55","A",3,3,"[[[1,1],2],1]","mmmttvt","mtvs","kr","false"
"4439","A56","A",5,0,"0","m","msvt","kr","true"
"4440","A56","A",5,0,"1","s","msvt","kr","true"
"4441","A56","A",5,0,"2","v","msvt","kr","true"
"4442","A56","A",5,0,"3","t","msvt","kr","true"
"4443","A56","A",5,1,"[1,3]","skt","msvt","kr","true"
"4444","A56","A",5,1,"[1,[1]]","srs","msvt","kr","true"
"4445","A56","A",5,1,"[2,3]","vkt","msvt","kr","true"
"4446","A56","A",5,1,"[0,2]","mkv","msvt","kr","true"
"4447","A56","A",5,1,"[1,2]","skv","msvt","kr","true"
"4448","A56","A",5,1,"[1,[3]]","srt","msvt","kr","true"
"4449","A56","A",5,1,"[2,[0]]","vrm","msvt","kr","true"
"4450","A56","A",5,1,"[3,[2]]","trv","msvt","kr","true"
"4451","A56","A",5,1,"[2,0]","vkm","msvt","kr","false"
"4452","A56","A",5,1,"[0,1]","mks","msvt","kr","false"
"4453","A56","A",5,1,"[2,[2]]","vvr","msvt","kr","false"
"4454","A56","A",5,1,"[2,2]","vkv","msvt","kr","false"
"4455","A56","A",5,2,"[[1,[2]],0]","srvkm","msvt","kr","true"
"4456","A56","A",5,2,"[[3,[2]],1]","trvks","msvt","kr","true"
"4457","A56","A",5,2,"[0,[[1,[3]]]]","mrsrt","msvt","kr","true"
"4458","A56","A",5,2,"[[1,3],2]","sktkv","msvt","kr","true"
"4459","A56","A",5,2,"[1,[[0,[2]]]]","srmrv","msvt","kr","true"
"4460","A56","A",5,2,"[1,[3,[0]]]","sktrm","msvt","kr","true"
"4461","A56","A",5,2,"[[0,[0]],1]","mrmks","msvt","kr","true"
"4462","A56","A",5,2,"[[1,1],[3]]","ssrtt","msvt","kr","true"
"4463","A56","A",5,2,"[1,[2,[2]]]","skvrv","msvt","kr","false"
"4464","A56","A",5,2,"[3,[[0,[0]]]]","trmrm","msvt","kr","false"
"4465","A56","A",5,2,"[[3,[3]],[2]]","trtrv","msvt","kr","false"
"4466","A56","A",5,2,"[1,[3,3]]","sktkt","msvt","kr","false"
"4467","A56","A",5,3,"[0,[[[2,[1]],0]]]","vrskmrm","msvt","kr","false"
"4468","A56","A",5,3,"[2,[[2,[1,[3]]]]]","vrvksrt","msvt","kr","false"
"4469","A56","A",5,3,"[0,[[0,1],[1]]]","mkmsrss","msvt","kr","false"
"4470","A56","A",5,3,"[3,[0,[[1,1]]]]","tkmrsss","msvt","kr","false"
"4471","A56","A",5,3,"[0,[[3,[2]],[2]]]","mktrvrv","msvt","kr","false"
"4472","A56","A",5,3,"[[0,[1,2]],[3]]","mkskvrr","msvt","kr","false"
"4473","A56","A",5,3,"[[[2,[1]],[3]],[2]]","vrsrtrv","msvt","kr","false"
"4474","A56","A",5,3,"[3,[[3,[0,[3]]]]]","trtrmrt","msvt","kr","false"
"4475","A56","A",5,3,"[[0,[2,[0]]],[1]]","mkvrmrs","msvt","kr","false"
"4476","A56","A",5,3,"[1,[[[0,1],[3]]]]","srmksrt","msvt","kr","false"
"4477","A56","A",5,3,"[[[1,3],1],1]","sktksks","msvt","kr","false"
"4478","A56","A",5,3,"[[[1,1],2],1]","sskvkss","msvt","kr","false"
"4519","A57","G",9,0,"0","s","svtk","mr","true"
"4520","A57","G",9,0,"1","v","svtk","mr","true"
"4521","A57","G",9,0,"2","t","svtk","mr","true"
"4522","A57","G",9,0,"3","k","svtk","mr","true"
"4523","A57","G",9,1,"[1,3]","vrk","svtk","mr","true"
"4524","A57","G",9,1,"[1,[1]]","vmv","svtk","mr","true"
"4525","A57","G",9,1,"[2,3]","trk","svtk","mr","true"
"4526","A57","G",9,1,"[0,2]","srt","svtk","mr","true"
"4527","A57","G",9,1,"[1,2]","vrt","svtk","mr","true"
"4528","A57","G",9,1,"[1,[3]]","kmv","svtk","mr","true"
"4529","A57","G",9,1,"[2,[0]]","smt","svtk","mr","true"
"4530","A57","G",9,1,"[3,[2]]","tmk","svtk","mr","true"
"4531","A57","G",9,1,"[2,0]","trs","svtk","mr","false"
"4532","A57","G",9,1,"[0,1]","srv","svtk","mr","false"
"4533","A57","G",9,1,"[2,[2]]","tmt","svtk","mr","false"
"4534","A57","G",9,1,"[2,2]","trt","svtk","mr","false"
"4535","A57","G",9,2,"[[1,[2]],0]","tmvrs","svtk","mr","true"
"4536","A57","G",9,2,"[[3,[2]],1]","tmkrv","svtk","mr","true"
"4537","A57","G",9,2,"[0,[[1,[3]]]]","kmvms","svtk","mr","true"
"4538","A57","G",9,2,"[[1,3],2]","vrkrt","svtk","mr","true"
"4539","A57","G",9,2,"[1,[[0,[2]]]]","tmsmv","svtk","mr","true"
"4540","A57","G",9,2,"[1,[3,[0]]]","vrsmk","svtk","mr","true"
"4541","A57","G",9,2,"[[0,[0]],1]","smsrv","svtk","mr","true"
"4542","A57","G",9,2,"[[1,1],[3]]","kmvrv","svtk","mr","true"
"4543","A57","G",9,2,"[1,[2,[2]]]","vrtmt","svtk","mr","false"
"4544","A57","G",9,2,"[3,[[0,[0]]]]","smsmk","svtk","mr","false"
"4545","A57","G",9,2,"[[3,[3]],[2]]","tmkmk","svtk","mr","false"
"4546","A57","G",9,2,"[1,[3,3]]","vrkrk","svtk","mr","false"
"4547","A57","G",9,3,"[0,[[[2,[1]],0]]]","vmtrsms","svtk","mr","false"
"4548","A57","G",9,3,"[2,[[2,[1,[3]]]]]","trkmvmt","svtk","mr","false"
"4549","A57","G",9,3,"[0,[[0,1],[1]]]","srvmsrv","svtk","mr","false"
"4550","A57","G",9,3,"[3,[0,[[1,1]]]]","krvrvms","svtk","mr","false"
"4551","A57","G",9,3,"[0,[[3,[2]],[2]]]","srtmtmk","svtk","mr","false"
"4552","A57","G",9,3,"[[0,[1,2]],[3]]","kmsrvrt","svtk","mr","false"
"4553","A57","G",9,3,"[[[2,[1]],[3]],[2]]","tmkmvmt","svtk","mr","false"
"4554","A57","G",9,3,"[3,[[3,[0,[3]]]]]","krkmsmk","svtk","mr","false"
"4555","A57","G",9,3,"[[0,[2,[0]]],[1]]","vmsrsmt","svtk","mr","false"
"4556","A57","G",9,3,"[1,[[[0,1],[3]]]]","kmsrvmv","svtk","mr","false"
"4557","A57","G",9,3,"[[[1,3],1],1]","vrkrvrv","svtk","mr","false"
"4558","A57","G",9,3,"[[[1,1],2],1]","vrvrtrv","svtk","mr","false"
"4599","A58","G",7,0,"0","s","svtk","mr","true"
"4600","A58","G",7,0,"1","v","svtk","mr","true"
"4601","A58","G",7,0,"2","t","svtk","mr","true"
"4602","A58","G",7,0,"3","k","svtk","mr","true"
"4603","A58","G",7,1,"[1,3]","vkr","svtk","mr","true"
"4604","A58","G",7,1,"[1,[1]]","vmv","svtk","mr","true"
"4605","A58","G",7,1,"[2,3]","trk","svtk","mr","true"
"4606","A58","G",7,1,"[0,2]","srt","svtk","mr","true"
"4607","A58","G",7,1,"[1,2]","vrt","svtk","mr","true"
"4608","A58","G",7,1,"[1,[3]]","vmk","svtk","mr","true"
"4609","A58","G",7,1,"[2,[0]]","smt","svtk","mr","true"
"4610","A58","G",7,1,"[3,[2]]","tmk","svtk","mr","true"
"4611","A58","G",7,1,"[2,0]","trs","svtk","mr","false"
"4612","A58","G",7,1,"[0,1]","srv","svtk","mr","false"
"4613","A58","G",7,1,"[2,[2]]","tmt","svtk","mr","false"
"4614","A58","G",7,1,"[2,2]","trt","svtk","mr","false"
"4615","A58","G",7,2,"[[1,[2]],0]","vmtrs","svtk","mr","true"
"4616","A58","G",7,2,"[[3,[2]],1]","tmkvr","svtk","mr","true"
"4617","A58","G",7,2,"[0,[[1,[3]]]]","kmvms","svtk","mr","true"
"4618","A58","G",7,2,"[[1,3],2]","vrkrt","svtk","mr","true"
"4619","A58","G",7,2,"[1,[[0,[2]]]]","tmsmv","svtk","mr","true"
"4620","A58","G",7,2,"[1,[3,[0]]]","vrsmk","svtk","mr","true"
"4621","A58","G",7,2,"[[0,[0]],1]","smsrv","svtk","mr","true"
"4622","A58","G",7,2,"[[1,1],[3]]","kmvmv","svtk","mr","true"
"4623","A58","G",7,2,"[1,[2,[2]]]","vtmtr","svtk","mr","false"
"4624","A58","G",7,2,"[3,[[0,[0]]]]","smsmk","svtk","mr","false"
"4625","A58","G",7,2,"[[3,[3]],[2]]","tmkmk","svtk","mr","false"
"4626","A58","G",7,2,"[1,[3,3]]","vrkrk","svtk","mr","false"
"4627","A58","G",7,3,"[0,[[[2,[1]],0]]]","vmtrsms","svtk","mr","false"
"4628","A58","G",7,3,"[2,[[2,[1,[3]]]]]","tmtrkmv","svtk","mr","false"
"4629","A58","G",7,3,"[0,[[0,1],[1]]]","srmsvmv","svtk","mr","false"
"4630","A58","G",7,3,"[3,[0,[[1,1]]]]","krvrvms","svtk","mr","false"
"4631","A58","G",7,3,"[0,[[3,[2]],[2]]]","srtmtmk","svtk","mr","false"
"4632","A58","G",7,3,"[[0,[1,2]],[3]]","kmsrvrt","svtk","mr","false"
"4633","A58","G",7,3,"[[[2,[1]],[3]],[2]]","tmkmvmt","svtk","mr","false"
"4634","A58","G",7,3,"[3,[[3,[0,[3]]]]]","kmkrkms","svtk","mr","false"
"4635","A58","G",7,3,"[[0,[2,[0]]],[1]]","vmsrsmt","svtk","mr","false"
"4636","A58","G",7,3,"[1,[[[0,1],[3]]]]","kmsrvmv","svtk","mr","false"
"4637","A58","G",7,3,"[[[1,3],1],1]","vrkrvrv","svtk","mr","false"
"4638","A58","G",7,3,"[[[1,1],2],1]","vrvrtrv","svtk","mr","false"
"4679","A59","A",10,0,"0","m","mvts","kr","true"
"4680","A59","A",10,0,"1","v","mvts","kr","true"
"4681","A59","A",10,0,"2","t","mvts","kr","true"
"4682","A59","A",10,0,"3","s","mvts","kr","true"
"4683","A59","A",10,1,"[1,3]","vsr","mvts","kr","true"
"4684","A59","A",10,1,"[1,[1]]","vtv","mvts","kr","true"
"4685","A59","A",10,1,"[2,3]","tkv","mvts","kr","true"
"4686","A59","A",10,1,"[0,2]","mtr","mvts","kr","true"
"4687","A59","A",10,1,"[1,2]","vkt","mvts","kr","true"
"4688","A59","A",10,1,"[1,[3]]","vks","mvts","kr","true"
"4689","A59","A",10,1,"[2,[0]]","vtt","mvts","kr","true"
"4690","A59","A",10,1,"[3,[2]]","skt","mvts","kr","true"
"4691","A59","A",10,1,"[2,0]","trm","mvts","kr","false"
"4692","A59","A",10,1,"[0,1]","mrv","mvts","kr","false"
"4693","A59","A",10,1,"[2,[2]]","tkt","mvts","kr","false"
"4694","A59","A",10,1,"[2,2]","trt","mvts","kr","false"
"4695","A59","A",10,2,"[[1,[2]],0]","tkvmk","mvts","kr","true"
"4696","A59","A",10,2,"[[3,[2]],1]","stvrk","mvts","kr","true"
"4697","A59","A",10,2,"[0,[[1,[3]]]]","sktrv","mvts","kr","true"
"4698","A59","A",10,2,"[[1,3],2]","ktvsr","mvts","kr","true"
"4699","A59","A",10,2,"[1,[[0,[2]]]]","vkmkt","mvts","kr","true"
"4700","A59","A",10,2,"[1,[3,[0]]]","vrskm","mvts","kr","true"
"4701","A59","A",10,2,"[[0,[0]],1]","mrmkv","mvts","kr","true"
"4702","A59","A",10,2,"[[1,1],[3]]","srvkv","mvts","kr","true"
"4703","A59","A",10,2,"[1,[2,[2]]]","vktrt","mvts","kr","false"
"4704","A59","A",10,2,"[3,[[0,[0]]]]","mrmrs","mvts","kr","false"
"4705","A59","A",10,2,"[[3,[3]],[2]]","srsrt","mvts","kr","false"
"4706","A59","A",10,2,"[1,[3,3]]","vrsrs","mvts","kr","false"
"4707","A59","A",10,3,"[0,[[[2,[1]],0]]]","mmktvrk","mvts","kr","false"
"4708","A59","A",10,3,"[2,[[2,[1,[3]]]]]","trtvmsk","mvts","kr","false"
"4709","A59","A",10,3,"[0,[[0,1],[1]]]","mrvkmvk","mvts","kr","false"
"4710","A59","A",10,3,"[3,[0,[[1,1]]]]","srvrvkm","mvts","kr","false"
"4711","A59","A",10,3,"[0,[[3,[2]],[2]]]","mrtktks","mvts","kr","false"
"4712","A59","A",10,3,"[[0,[1,2]],[3]]","skmrmvm","mvts","kr","false"
"4713","A59","A",10,3,"[[[2,[1]],[3]],[2]]","tkskvkt","mvts","kr","false"
"4714","A59","A",10,3,"[3,[[3,[0,[3]]]]]","srskmks","mvts","kr","false"
"4715","A59","A",10,3,"[[0,[2,[0]]],[1]]","vkmrmkv","mvts","kr","false"
"4716","A59","A",10,3,"[1,[[[0,1],[3]]]]","skmrvkv","mvts","kr","false"
"4717","A59","A",10,3,"[[[1,3],1],1]","vrsrvrv","mvts","kr","false"
"4718","A59","A",10,3,"[[[1,1],2],1]","vrvrtrv","mvts","kr","false"
"441","A6","I",4,0,"0","s","svtk","mr","true"
"442","A6","I",4,0,"1","v","svtk","mr","true"
"443","A6","I",4,0,"2","t","svtk","mr","true"
"444","A6","I",4,0,"3","k","svtk","mr","true"
"445","A6","I",4,1,"[1,3]","ktr","svtk","mr","true"
"446","A6","I",4,1,"[1,[1]]","ttt","svtk","mr","true"
"447","A6","I",4,1,"[2,3]","kvv","svtk","mr","true"
"448","A6","I",4,1,"[0,2]","ssv","svtk","mr","true"
"449","A6","I",4,1,"[1,2]","tmm","svtk","mr","true"
"450","A6","I",4,1,"[1,[3]]","vkk","svtk","mr","true"
"451","A6","I",4,1,"[2,[0]]","tss","svtk","mr","true"
"452","A6","I",4,1,"[3,[2]]","vkk","svtk","mr","true"
"453","A6","I",4,1,"[2,0]","vss","svtk","mr","false"
"454","A6","I",4,1,"[0,1]","sst","svtk","mr","false"
"455","A6","I",4,1,"[2,[2]]","kkk","svtk","mr","false"
"456","A6","I",4,1,"[2,2]","kkk","svtk","mr","false"
"457","A6","I",4,2,"[[1,[2]],0]","vsttt","svtk","mr","true"
"458","A6","I",4,2,"[[3,[2]],1]","tkvkk","svtk","mr","true"
"459","A6","I",4,2,"[0,[[1,[3]]]]","sstkv","svtk","mr","true"
"460","A6","I",4,2,"[[1,3],2]","vkrtt","svtk","mr","true"
"461","A6","I",4,2,"[1,[[0,[2]]]]","vsssm","svtk","mr","true"
"462","A6","I",4,2,"[1,[3,[0]]]","tsmms","svtk","mr","true"
"463","A6","I",4,2,"[[0,[0]],1]","ssskk","svtk","mr","true"
"464","A6","I",4,2,"[[1,1],[3]]","kkttt","svtk","mr","true"
"465","A6","I",4,2,"[1,[2,[2]]]","ktttt","svtk","mr","false"
"466","A6","I",4,2,"[3,[[0,[0]]]]","ssttt","svtk","mr","false"
"467","A6","I",4,2,"[[3,[3]],[2]]","kkvvv","svtk","mr","false"
"468","A6","I",4,2,"[1,[3,3]]","vkkkr","svtk","mr","false"
"469","A6","I",4,3,"[0,[[[2,[1]],0]]]","sstkkrk","svtk","mr","false"
"470","A6","I",4,3,"[2,[[2,[1,[3]]]]]","kkvvttt","svtk","mr","false"
"471","A6","I",4,3,"[0,[[0,1],[1]]]","ssssvkv","svtk","mr","false"
"472","A6","I",4,3,"[3,[0,[[1,1]]]]","tskkkkk","svtk","mr","false"
"473","A6","I",4,3,"[0,[[3,[2]],[2]]]","sssvkkk","svtk","mr","false"
"474","A6","I",4,3,"[[0,[1,2]],[3]]","stkvmrr","svtk","mr","false"
"475","A6","I",4,3,"[[[2,[1]],[3]],[2]]","rttvvkt","svtk","mr","false"
"476","A6","I",4,3,"[3,[[3,[0,[3]]]]]","tttsmmt","svtk","mr","false"
"477","A6","I",4,3,"[[0,[2,[0]]],[1]]","ssstkkk","svtk","mr","false"
"478","A6","I",4,3,"[1,[[[0,1],[3]]]]","ksmkrtt","svtk","mr","false"
"479","A6","I",4,3,"[[[1,3],1],1]","vvkvvrm","svtk","mr","false"
"480","A6","I",4,3,"[[[1,1],2],1]","vvvkrmm","svtk","mr","false"
"4759","A60","H",6,0,"0","s","stkv","mr","true"
"4760","A60","H",6,0,"1","t","stkv","mr","true"
"4761","A60","H",6,0,"2","k","stkv","mr","true"
"4762","A60","H",6,0,"3","v","stkv","mr","true"
"4763","A60","H",6,1,"[1,3]","trv","stkv","mr","true"
"4764","A60","H",6,1,"[1,[1]]","tmt","stkv","mr","true"
"4765","A60","H",6,1,"[2,3]","krv","stkv","mr","true"
"4766","A60","H",6,1,"[0,2]","srk","stkv","mr","true"
"4767","A60","H",6,1,"[1,2]","trk","stkv","mr","true"
"4768","A60","H",6,1,"[1,[3]]","tmv","stkv","mr","true"
"4769","A60","H",6,1,"[2,[0]]","kms","stkv","mr","true"
"4770","A60","H",6,1,"[3,[2]]","vmk","stkv","mr","true"
"4771","A60","H",6,1,"[2,0]","krs","stkv","mr","false"
"4772","A60","H",6,1,"[0,1]","srt","stkv","mr","false"
"4773","A60","H",6,1,"[2,[2]]","kmk","stkv","mr","false"
"4774","A60","H",6,1,"[2,2]","krk","stkv","mr","false"
"4775","A60","H",6,2,"[[1,[2]],0]","tmkrs","stkv","mr","true"
"4776","A60","H",6,2,"[[3,[2]],1]","vmkrt","stkv","mr","true"
"4777","A60","H",6,2,"[0,[[1,[3]]]]","smtmv","stkv","mr","true"
"4778","A60","H",6,2,"[[1,3],2]","trvrk","stkv","mr","true"
"4779","A60","H",6,2,"[1,[[0,[2]]]]","tmsmk","stkv","mr","true"
"4780","A60","H",6,2,"[1,[3,[0]]]","trvms","stkv","mr","true"
"4781","A60","H",6,2,"[[0,[0]],1]","smsrt","stkv","mr","true"
"4782","A60","H",6,2,"[[1,1],[3]]","ttmvk","stkv","mr","true"
"4783","A60","H",6,2,"[1,[2,[2]]]","trkmk","stkv","mr","false"
"4784","A60","H",6,2,"[3,[[0,[0]]]]","vmsms","stkv","mr","false"
"4785","A60","H",6,2,"[[3,[3]],[2]]","vmvmk","stkv","mr","false"
"4786","A60","H",6,2,"[1,[3,3]]","trvrv","stkv","mr","false"
"4787","A60","H",6,3,"[0,[[[2,[1]],0]]]","smkmtrs","stkv","mr","false"
"4788","A60","H",6,3,"[2,[[2,[1,[3]]]]]","kmkrtmv","stkv","mr","false"
"4789","A60","H",6,3,"[0,[[0,1],[1]]]","srsmrtm","stkv","mr","false"
"4790","A60","H",6,3,"[3,[0,[[1,1]]]]","vrsmtrt","stkv","mr","false"
"4791","A60","H",6,3,"[0,[[3,[2]],[2]]]","srvmkmk","stkv","mr","false"
"4792","A60","H",6,3,"[[0,[1,2]],[3]]","srtrkmv","stkv","mr","false"
"4793","A60","H",6,3,"[[[2,[1]],[3]],[2]]","kmtmvmk","stkv","mr","false"
"4794","A60","H",6,3,"[3,[[3,[0,[3]]]]]","vmvrsmv","stkv","mr","false"
"4795","A60","H",6,3,"[[0,[2,[0]]],[1]]","srkmsmt","stkv","mr","false"
"4796","A60","H",6,3,"[1,[[[0,1],[3]]]]","tmsrtmv","stkv","mr","false"
"4797","A60","H",6,3,"[[[1,3],1],1]","trvrtrt","stkv","mr","false"
"4798","A60","H",6,3,"[[[1,1],2],1]","trtrkrt","stkv","mr","false"
"4839","A61","C",8,0,"0","k","ktsv","mr","true"
"4840","A61","C",8,0,"1","t","ktsv","mr","true"
"4841","A61","C",8,0,"2","s","ktsv","mr","true"
"4842","A61","C",8,0,"3","v","ktsv","mr","true"
"4843","A61","C",8,1,"[1,3]","tmv","ktsv","mr","true"
"4844","A61","C",8,1,"[1,[1]]","trt","ktsv","mr","true"
"4845","A61","C",8,1,"[2,3]","smv","ktsv","mr","true"
"4846","A61","C",8,1,"[0,2]","kms","ktsv","mr","true"
"4847","A61","C",8,1,"[1,2]","tms","ktsv","mr","true"
"4848","A61","C",8,1,"[1,[3]]","trv","ktsv","mr","true"
"4849","A61","C",8,1,"[2,[0]]","srk","ktsv","mr","true"
"4850","A61","C",8,1,"[3,[2]]","vrs","ktsv","mr","true"
"4851","A61","C",8,1,"[2,0]","smk","ktsv","mr","false"
"4852","A61","C",8,1,"[0,1]","kmt","ktsv","mr","false"
"4853","A61","C",8,1,"[2,[2]]","srs","ktsv","mr","false"
"4854","A61","C",8,1,"[2,2]","sms","ktsv","mr","false"
"4855","A61","C",8,2,"[[1,[2]],0]","tmttt","ktsv","mr","true"
"4856","A61","C",8,2,"[[3,[2]],1]","vrsmt","ktsv","mr","true"
"4857","A61","C",8,2,"[0,[[1,[3]]]]","krtrv","ktsv","mr","true"
"4858","A61","C",8,2,"[[1,3],2]","tmvms","ktsv","mr","true"
"4859","A61","C",8,2,"[1,[[0,[2]]]]","trkrs","ktsv","mr","true"
"4860","A61","C",8,2,"[1,[3,[0]]]","tmvrk","ktsv","mr","true"
"4861","A61","C",8,2,"[[0,[0]],1]","krkmt","ktsv","mr","true"
"4862","A61","C",8,2,"[[1,1],[3]]","tmtrv","ktsv","mr","true"
"4863","A61","C",8,2,"[1,[2,[2]]]","tmsrs","ktsv","mr","false"
"4864","A61","C",8,2,"[3,[[0,[0]]]]","vrkrk","ktsv","mr","false"
"4865","A61","C",8,2,"[[3,[3]],[2]]","vrvrs","ktsv","mr","false"
"4866","A61","C",8,2,"[1,[3,3]]","tmvmv","ktsv","mr","false"
"4867","A61","C",8,3,"[0,[[[2,[1]],0]]]","krsrtmk","ktsv","mr","false"
"4868","A61","C",8,3,"[2,[[2,[1,[3]]]]]","srsmtrv","ktsv","mr","false"
