"","X","workerId","hitId","assignmentId","time","condition","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","inAmbig","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN","correctLexicon","correctedAnswers","encodingCompositional","encodingCorrected","normedCorrectness","prepHorizGloss","prepVertGloss","consonants"
"5095",5095,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366358,"PreNomPostPos","none","blah",2,"write",NA,"[[0,2],[3]]","false","true",NA,NA,NA,NA,NA,NA,"tantan rae siso moy vhultan","tontin rae siso moy valtal","false","branching","head final","valtal kolkul siso tontin rae moy","tontin rae siso moy valtal","trsmv","trsmv",1,"N","E","vkst"
"5096",5096,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366368,"PreNomPostPos","none","blah",2,"write",NA,"[0,[[2,1]]]","true","false",NA,NA,NA,NA,NA,NA,"siso moi khultan rae vultar","kolkul moy siso rae valtal","true","branching","head final","valtal kolkul siso tontin rae moy","siso moy valtal rae valtal","kmsrv","smvrv",0.6,"N","E","vkst"
"5097",5097,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366427,"PreNomPostPos","none","blah",2,"write",NA,"[[0,[1]],[3]]","false","false",NA,NA,NA,NA,NA,NA,"tantan rai khultan rai vultan","tontin rae kolkul rae valtal","false","branching","head final","valtal kolkul siso tontin rae moy","tontin rae valtal rae valtal","trkrv","trvrv",0.8,"N","E","vkst"
"5098",5098,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366435,"PreNomPostPos","none","blah",2,"write",NA,"[1,[[0,2]]]","true","false",NA,NA,NA,NA,NA,NA,"vultan moi siso rae khultan","siso moy valtal rae kolkul","true","branching","head final","valtal kolkul siso tontin rae moy","valtal moy siso rae valtal","smvrk","vmsrv",0.4,"N","E","vkst"
"5099",5099,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366442,"PreNomPostPos","none","blah",2,"write",NA,"[0,[3,[1]]]","true","false",NA,NA,NA,NA,NA,NA,"vultan moi khultan rae tantan","kolkul rae tontin moy valtal","true","branching","head final","valtal kolkul siso tontin rae moy","valtal moy valtal rae tontin","krtmv","vmvrt",0,"N","E","vkst"
"5100",5100,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366456,"PreNomPostPos","none","blah",2,"write",NA,"[2,[[1,0]]]","true","false",NA,NA,NA,NA,NA,NA,"kultan moi vultan rae siso","valtal moy kolkul rae siso","true","branching","head final","valtal kolkul siso tontin rae moy","valtal moy valtal rae siso","vmkrs","vmvrs",0.8,"N","E","vkst"
"5101",5101,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366461,"PreNomPostPos","none","blah",2,"write",NA,"[1,[0,[3]]]","true","false",NA,NA,NA,NA,NA,NA,"khutan moi vulta rae tanta","tontin rae valtal moy kolkul","true","branching","head final","valtal kolkul siso tontin rae moy","valtal moy valtal rae valtal","trvmk","vmvrv",0.2,"N","E","vkst"
"5102",5102,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366470,"PreNomPostPos","none","blah",2,"write",NA,"[3,[[2,1]]]","true","false",NA,NA,NA,NA,NA,NA,"siso moi khultan rae tantan","kolkul moy siso rae tontin","true","branching","head final","valtal kolkul siso tontin rae moy","siso moy valtal rae tontin","kmsrt","smvrt",0.6,"N","E","vkst"
"5103",5103,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366487,"PreNomPostPos","none","blah",2,"write",NA,"[0,[2,[3]]]","false","true",NA,NA,NA,NA,NA,NA,"vultan moy tantan rae siso","tontin rae siso moy valtal","false","branching","head final","valtal kolkul siso tontin rae moy","valtal moy tontin rae siso","trsmv","vmtrs",0.2,"N","E","vkst"
"5104",5104,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366496,"PreNomPostPos","none","blah",3,"write",NA,"[2,[[[3,[2]],[2]]]]","false","false",NA,NA,NA,NA,NA,NA,"siso rae siso rae tantan rae siso","siso rae siso rae tontin rae siso","false","branching","head final","valtal kolkul siso tontin rae moy","siso rae siso rae tontin rae siso","srsrtrs","srsrtrs",1,"N","E","vkst"
"5105",5105,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366504,"PreNomPostPos","none","blah",3,"write",NA,"[[2,[[1,[3]]]],[3]]","false","false",NA,NA,NA,NA,NA,NA,"tantan rae tan tan rae khultan rae siso","tontin rae tontin rae kolkul rae siso","false","branching","head final","valtal kolkul siso tontin rae moy","tontin rae valtal valtal rae valtal rae siso","trtrkrs","trvvrvrs",0.625,"N","E","vkst"
"5106",5106,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366513,"PreNomPostPos","none","blah",3,"write",NA,"[2,[[1,[[2,2]]]]]","false","false",NA,NA,NA,NA,NA,NA,"siso moy siso rae khultan rae siso","siso moy siso rae kolkul rae siso","false","branching","head final","valtal kolkul siso tontin rae moy","siso moy siso rae valtal rae siso","smsrkrs","smsrvrs",0.857142857142857,"N","E","vkst"
"5107",5107,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366520,"PreNomPostPos","none","blah",3,"write",NA,"[[0,[[1,2]]],3]","false","false",NA,NA,NA,NA,NA,NA,"khutan moi siso rae vultan moi tantan","tontin moy siso moy kolkul rae valtal","false","branching","head final","valtal kolkul siso tontin rae moy","valtal moy siso rae valtal moy tontin","tmsmkrv","vmsrvmt",0.285714285714286,"N","E","vkst"
"5108",5108,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366534,"PreNomPostPos","none","blah",3,"write",NA,"[1,[[1,[0]],[3]]]","false","false",NA,NA,NA,NA,NA,NA,"khutan moi tantan rae vultan rai khutam","tontin rae valtal rae kolkul moy kolkul","false","branching","head final","valtal kolkul siso tontin rae moy","valtal moy tontin rae valtal rae valtal","trvrkmk","vmtrvrv",0.285714285714286,"N","E","vkst"
"5109",5109,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366544,"PreNomPostPos","none","blah",3,"write",NA,"[1,[[1,[0]],1]]","false","false",NA,NA,NA,NA,NA,NA,"khutan moi vassal rae khutan moi khutan","kolkul moy valtal rae kolkul moy kolkul","false","branching","head final","valtal kolkul siso tontin rae moy","valtal moy valtal rae valtal moy valtal","kmvrkmk","vmvrvmv",0.571428571428571,"N","E","vkst"
"5110",5110,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366555,"PreNomPostPos","none","blah",3,"write",NA,"[[2,[[3,3]]],3]","false","false",NA,NA,NA,NA,NA,NA,"tantan moi tan tan rae siso moy tanran","tontin moy tontin moy tontin rae siso","false","branching","head final","valtal kolkul siso tontin rae moy","tontin moy valtal valtal rae siso moy tontin","tmtmtrs","tmvvrsmt",0.375,"N","E","vkst"
"5111",5111,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366597,"PreNomPostPos","none","blah",3,"write",NA,"[[[0,[1]],2],3]","false","false",NA,NA,NA,NA,NA,NA,"khutan rae vulta moi siso moi tantan","tontin moy siso moy kolkul rae valtal","false","branching","head final","valtal kolkul siso tontin rae moy","valtal rae valtal moy siso moy tontin","tmsmkrv","vrvmsmt",0.142857142857143,"N","E","vkst"
"5112",5112,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366605,"PreNomPostPos","none","blah",3,"write",NA,"[[[2,2],0],[2]]","false","false",NA,NA,NA,NA,NA,NA,"siso rae siso moi siso moi vultan","siso rae valtal moy siso moy siso","false","branching","head final","valtal kolkul siso tontin rae moy","siso rae siso moy siso moy valtal","srvmsms","srsmsmv",0.714285714285714,"N","E","vkst"
"5113",5113,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366616,"PreNomPostPos","none","blah",3,"write",NA,"[1,[[1,1],[3]]]","false","false",NA,NA,NA,NA,NA,NA,"khutan moi tantan rae khutan moi khutan","tontin rae kolkul moy kolkul moy kolkul","false","branching","head final","valtal kolkul siso tontin rae moy","valtal moy tontin rae valtal moy valtal","trkmkmk","vmtrvmv",0.142857142857143,"N","E","vkst"
"5114",5114,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366626,"PreNomPostPos","none","blah",3,"write",NA,"[0,[[[1,2],3]]]","false","false",NA,NA,NA,NA,NA,NA,"khutan momi siso moi tantan rae vultan","tontin moy siso moy kolkul rae valtal","false","branching","head final","valtal kolkul siso tontin rae moy","valtal moy siso moy tontin rae valtal","tmsmkrv","vmsmtrv",0.714285714285714,"N","E","vkst"
"5115",5115,"A64","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","31EUONYN2WAFFW6VQUWXH0GIBOVVO8",1581366635,"PreNomPostPos","none","blah",3,"write",NA,"[2,[[[0,[3]],2]]]","false","false",NA,NA,NA,NA,NA,NA,"tantan rae vultan moi siso rae siso","siso moy tontin rae valtal rae siso","false","branching","head final","valtal kolkul siso tontin rae moy","tontin rae valtal moy siso rae siso","smtrvrs","trvmsrs",0.428571428571429,"N","E","vkst"
"5156",5156,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365389,"CEPre","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"tatil","titil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","titil","t","t",1,"N","E","tvsk"
"5157",5157,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365396,"CEPre","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"viltune","vuntun","true","center-embedding","head final","titil vuntun silvil kaku rae moy","vuntun","v","v",1,"N","E","tvsk"
"5158",5158,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365404,"CEPre","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"silva","silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","silvil","s","s",1,"N","E","tvsk"
"5159",5159,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365407,"CEPre","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"katsu","kaku","true","center-embedding","head final","titil vuntun silvil kaku rae moy","kaku","k","k",1,"N","E","tvsk"
"5160",5160,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365423,"CEPre","none","blah",1,"write",NA,"[1,[3]]","true","false",NA,NA,NA,NA,NA,NA,"rae katsu viltune","rae kaku vuntun","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae kaku vuntun","rkv","rkv",1,"N","E","tvsk"
"5161",5161,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365436,"CEPre","none","blah",1,"write",NA,"[2,0]","true","false",NA,NA,NA,NA,NA,NA,"moy tiltil viltune","moy titil silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","moy titil vuntun","mts","mtv",0.666666666666667,"N","E","tvsk"
"5162",5162,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365446,"CEPre","none","blah",1,"write",NA,"[3,[0]]","true","false",NA,NA,NA,NA,NA,NA,"rae tiltil katsu","rae titil kaku","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae titil kaku","rtk","rtk",1,"N","E","tvsk"
"5163",5163,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365453,"CEPre","none","blah",1,"write",NA,"[1,[0]]","true","false",NA,NA,NA,NA,NA,NA,"rae tiltil viltune","rae titil vuntun","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae titil vuntun","rtv","rtv",1,"N","E","tvsk"
"5164",5164,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365463,"CEPre","none","blah",1,"write",NA,"[2,1]","true","false",NA,NA,NA,NA,NA,NA,"moy katsu valtune","moy vuntun silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","moy kaku vuntun","mvs","mkv",0.333333333333333,"N","E","tvsk"
"5165",5165,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365472,"CEPre","none","blah",1,"write",NA,"[1,[2]]","false","false",NA,NA,NA,NA,NA,NA,"moy katsu viltune","rae silvil vuntun","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy kaku vuntun","rsv","mkv",0.333333333333333,"N","E","tvsk"
"5166",5166,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365485,"CEPre","none","blah",1,"write",NA,"[3,[1]]","false","false",NA,NA,NA,NA,NA,NA,"moy vultune katsu","rae vuntun kaku","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy vuntun kaku","rvk","mvk",0.666666666666667,"N","E","tvsk"
"5167",5167,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365493,"CEPre","none","blah",1,"write",NA,"[3,[3]]","false","false",NA,NA,NA,NA,NA,NA,"rae katsu katsu","rae kaku kaku","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae kaku kaku","rkk","rkk",1,"N","E","tvsk"
"5168",5168,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365502,"CEPre","none","blah",1,"write",NA,"[3,[2]]","false","false",NA,NA,NA,NA,NA,NA,"rae valtune katsu","rae silvil kaku","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae vuntun kaku","rsk","rvk",0.666666666666667,"N","E","tvsk"
"5169",5169,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365510,"CEPre","none","blah",1,"write",NA,"[2,3]","true","false",NA,NA,NA,NA,NA,NA,"rae viltune katsu","moy kaku silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae vuntun kaku","mks","rvk",0,"N","E","tvsk"
"5170",5170,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365514,"CEPre","none","blah",1,"write",NA,"[0,0]","true","false",NA,NA,NA,NA,NA,NA,"rae tiltil tiltil","moy titil titil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae titil titil","mtt","rtt",0.666666666666667,"N","E","tvsk"
"5171",5171,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365523,"CEPre","none","blah",1,"write",NA,"[2,[0]]","true","false",NA,NA,NA,NA,NA,NA,"moy tiltil katsin","rae titil silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","moy titil titil","rts","mtt",0.333333333333333,"N","E","tvsk"
"5172",5172,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365538,"CEPre","none","blah",2,"write",NA,"[[2,3],[0]]","true","false",NA,NA,NA,NA,NA,NA,"rae moy tiltil katsu kastin","moy rae titil kaku silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy titil kaku titil","mrtks","rmtkt",0.6,"N","E","tvsk"
"5173",5173,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365553,"CEPre","none","blah",2,"write",NA,"[2,[3,[1]]]","false","false",NA,NA,NA,NA,NA,NA,"moy rae vilstin kstasu katsin","moy rae vuntun kaku silvil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy rae titil kaku titil","mrvks","mrtkt",0.6,"N","E","tvsk"
"5174",5174,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365567,"CEPre","none","blah",2,"write",NA,"[[0,[0]],[3]]","true","false",NA,NA,NA,NA,NA,NA,"rae rae katsu tiltil tiltil","rae rae kaku titil titil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae kaku titil titil","rrktt","rrktt",1,"N","E","tvsk"
"5175",5175,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365584,"CEPre","none","blah",2,"write",NA,"[[0,1],[2]]","false","true",NA,NA,NA,NA,NA,NA,"rae moy kastu tiltil valtine","moy rae silvil vuntun titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy kaku titil vuntun","mrsvt","rmktv",0.4,"N","E","tvsk"
"5176",5176,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365593,"CEPre","none","blah",2,"write",NA,"[0,[2,2]]","true","false",NA,NA,NA,NA,NA,NA,"moy moy tiltil viltine viltine","moy moy silvil silvil titil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","moy moy titil titil titil","mmsst","mmttt",0.6,"N","E","tvsk"
"5177",5177,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365606,"CEPre","none","blah",2,"write",NA,"[[0,[0]],0]","true","false",NA,NA,NA,NA,NA,NA,"moy moy rae tiltil tiltil tiltil","rae moy titil titil titil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","moy moy rae titil titil titil","rmttt","mmrttt",0.666666666666667,"N","E","tvsk"
"5178",5178,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365617,"CEPre","none","blah",2,"write",NA,"[[2,[0]],1]","true","false",NA,NA,NA,NA,NA,NA,"rae moy vilatin katsu tiltil","rae moy vuntun titil silvil","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy titil kaku titil","rmvts","rmtkt",0.4,"N","E","tvsk"
"5179",5179,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365626,"CEPre","none","blah",2,"write",NA,"[[1,[0]],[3]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae katsu tiltil kastin","rae rae kaku titil vuntun","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae kaku titil titil","rrktv","rrktt",0.8,"N","E","tvsk"
"5180",5180,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365640,"CEPre","none","blah",2,"write",NA,"[[1,[2]],[2]]","true","false",NA,NA,NA,NA,NA,NA,"raerae valtine valstine kastin","rae rae silvil silvil vuntun","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae vuntun vuntun titil","rrssv","rvvt",0.2,"N","E","tvsk"
"5181",5181,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365654,"CEPre","none","blah",2,"write",NA,"[1,[[2,1]]]","true","false",NA,NA,NA,NA,NA,NA,"rae moy valstine valstine kastsu","rae moy vuntun silvil vuntun","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy vuntun vuntun kaku","rmvsv","rmvvk",0.6,"N","E","tvsk"
"5182",5182,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365664,"CEPre","none","blah",2,"write",NA,"[3,[[0,[2]]]]","true","false",NA,NA,NA,NA,NA,NA,"rae rae valstin tiltil kastsu","rae rae silvil titil kaku","true","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae vuntun titil kaku","rrstk","rrvtk",0.8,"N","E","tvsk"
"5183",5183,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365676,"CEPre","none","blah",2,"write",NA,"[0,[1,[2]]]","false","true",NA,NA,NA,NA,NA,NA,"rae moy tiltil valstine kastin","moy rae silvil vuntun titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy titil vuntun titil","mrsvt","rmtvt",0.6,"N","E","tvsk"
"5184",5184,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365693,"CEPre","none","blah",3,"write",NA,"[[[2,[0]],0],[0]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy moy katsu tiltil tiltil tiltil","rae moy rae titil titil titil silvil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae moy moy kaku titil titil titil","rmrttts","rrmmkttt",0.5,"N","E","tvsk"
"5185",5185,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365707,"CEPre","none","blah",3,"write",NA,"[2,[[[2,[2]],2]]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy moy kastin kastin kastin kastin","rae rae moy silvil silvil silvil silvil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae moy moy titil titil titil titil","rrmssss","rrmmtttt",0.375,"N","E","tvsk"
"5186",5186,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365722,"CEPre","none","blah",3,"write",NA,"[0,[[1,[2,[3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"moy moy rae tiltil valstine kastsu kastin","rae moy rae kaku silvil vuntun titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy moy rae titil vuntun kaku titil","rmrksvt","mmrtvkt",0.428571428571429,"N","E","tvsk"
"5187",5187,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365746,"CEPre","none","blah",3,"write",NA,"[2,[[0,[2,[3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy moy tiltil vilstine vilstine katsu","rae moy rae kaku silvil titil silvil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae moy moy titil titil titil kaku","rmrksts","rrmmtttk",0.375,"N","E","tvsk"
"5188",5188,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365759,"CEPre","none","blah",3,"write",NA,"[1,[[[3,[3]],[0]]]]","false","false",NA,NA,NA,NA,NA,NA,"moy moy tiltil katsu katsu vilatine","rae rae rae titil kaku kaku vuntun","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy moy titil kaku kaku titil","rrrtkkv","mmtkkt",0.428571428571429,"N","E","tvsk"
"5189",5189,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365775,"CEPre","none","blah",3,"write",NA,"[0,[[[1,2],[3]]]]","false","false",NA,NA,NA,NA,NA,NA,"moy rae rae moy tiltil katsu valstine kastin","rae moy rae kaku silvil vuntun titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy rae rae moy titil kaku vuntun titil","rmrksvt","mrrmtkvt",0.5,"N","E","tvsk"
"5190",5190,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365796,"CEPre","none","blah",3,"write",NA,"[[[1,[3]],[0]],2]","false","false",NA,NA,NA,NA,NA,NA,"moy rae tiltil valstin katsu kastin","rae rae moy silvil titil kaku vuntun","false","center-embedding","head final","titil vuntun silvil kaku rae moy","moy rae titil vuntun kaku titil","rrmstkv","mrtvkt",0.285714285714286,"N","E","tvsk"
"5191",5191,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365813,"CEPre","none","blah",3,"write",NA,"[[1,[[1,1]]],[2]]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy valstine valstine valstine kastsin","rae moy rae silvil vuntun vuntun vuntun","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy moy vuntun vuntun vuntun titil","rmrsvvv","rmmvvvt",0.571428571428571,"N","E","tvsk"
"5192",5192,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365828,"CEPre","none","blah",3,"write",NA,"[[2,[[2,[2]]]],3]","false","false",NA,NA,NA,NA,NA,NA,"rae moy moy katsu kastin kastin kastin","rae rae moy kaku silvil silvil silvil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy moy kaku titil titil titil","rrmksss","rmmkttt",0.428571428571429,"N","E","tvsk"
"5193",5193,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365847,"CEPre","none","blah",3,"write",NA,"[[[0,[1]],2],[3]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy moy katsu valstine kastin tiltil","rae moy rae kaku silvil vuntun titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae moy moy kaku vuntun titil titil","rmrksvt","rrmmkvtt",0.5,"N","E","tvsk"
"5194",5194,"A65","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X4JMASXCNGF31G6JS3MQNQTAT00BI",1581365864,"CEPre","none","blah",3,"write",NA,"[3,[3,[[3,2]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae moy moy katsu katsu katsu kastin","moy rae moy silvil kaku kaku kaku","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae moy moy kaku kaku kaku titil","mrmskkk","rrmmkkkt",0.625,"N","E","tvsk"
